"filename", "language", "C++", "Python", "BibTeX", "LaTeX", "Log", "Markdown", "CUDA C++", "Typst", "XML", "HTML", "comment", "blank", "total"
"/home/lagranzhai/ojexercise/luogu/1944.cpp", "C++", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 37
"/home/lagranzhai/ojexercise/luogu/1948.cpp", "C++", 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 70
"/home/lagranzhai/ojexercise/luogu/1966.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 69
"/home/lagranzhai/ojexercise/luogu/1967.cpp", "C++", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151
"/home/lagranzhai/ojexercise/luogu/1972.cpp", "C++", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 65
"/home/lagranzhai/ojexercise/luogu/1983.cpp", "C++", 125, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 128
"/home/lagranzhai/ojexercise/luogu/2002.cpp", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 78
"/home/lagranzhai/ojexercise/luogu/2024.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 5, 150
"/home/lagranzhai/ojexercise/luogu/2042.cpp", "C++", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/home/lagranzhai/ojexercise/luogu/2048.cpp", "C++", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 1, 127
"/home/lagranzhai/ojexercise/luogu/2051.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 70
"/home/lagranzhai/ojexercise/luogu/2151.cpp", "C++", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 1, 111
"/home/lagranzhai/ojexercise/luogu/2158.cpp", "C++", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 44
"/home/lagranzhai/ojexercise/luogu/2173.cpp", "C++", 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 193
"/home/lagranzhai/ojexercise/luogu/2196.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 3, 75
"/home/lagranzhai/ojexercise/luogu/2279.cpp", "C++", 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 71
"/home/lagranzhai/ojexercise/luogu/2280.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 74
"/home/lagranzhai/ojexercise/luogu/2290.py", "Python", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/home/lagranzhai/ojexercise/luogu/2341.cpp", "C++", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 85
"/home/lagranzhai/ojexercise/luogu/2365.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 46
"/home/lagranzhai/ojexercise/luogu/2375.cpp", "C++", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/lagranzhai/ojexercise/luogu/2375_1.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 42
"/home/lagranzhai/ojexercise/luogu/2387.cpp", "C++", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 138
"/home/lagranzhai/ojexercise/luogu/2408.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 65
"/home/lagranzhai/ojexercise/luogu/2414.cpp", "C++", 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 94
"/home/lagranzhai/ojexercise/luogu/2466.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 46
"/home/lagranzhai/ojexercise/luogu/2471.cpp", "C++", 152, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 1, 163
"/home/lagranzhai/ojexercise/luogu/2516.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 70
"/home/lagranzhai/ojexercise/luogu/2519.cpp", "C++", 167, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 4, 183
"/home/lagranzhai/ojexercise/luogu/2522.cpp", "C++", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 56
"/home/lagranzhai/ojexercise/luogu/2569.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 74
"/home/lagranzhai/ojexercise/luogu/2602.cpp", "C++", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/home/lagranzhai/ojexercise/luogu/2606.cpp", "C++", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 51
"/home/lagranzhai/ojexercise/luogu/2607.cpp", "C++", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 103
"/home/lagranzhai/ojexercise/luogu/2613.py", "Python", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/home/lagranzhai/ojexercise/luogu/2685.cpp", "C++", 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 216
"/home/lagranzhai/ojexercise/luogu/2700.cpp", "C++", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 87
"/home/lagranzhai/ojexercise/luogu/2740.cpp", "C++", 73, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 74
"/home/lagranzhai/ojexercise/luogu/2758.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 42
"/home/lagranzhai/ojexercise/luogu/2812.cpp", "C++", 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 79
"/home/lagranzhai/ojexercise/luogu/2822.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33
"/home/lagranzhai/ojexercise/luogu/2824.cpp", "C++", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 153
"/home/lagranzhai/ojexercise/luogu/2852.cpp", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 74
"/home/lagranzhai/ojexercise/luogu/2863.cpp", "C++", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61
"/home/lagranzhai/ojexercise/luogu/2889.cpp", "C++", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 27
"/home/lagranzhai/ojexercise/luogu/2890.cpp", "C++", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"/home/lagranzhai/ojexercise/luogu/2899.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 1, 64
"/home/lagranzhai/ojexercise/luogu/3128.cpp", "C++", 139, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 141
"/home/lagranzhai/ojexercise/luogu/3165.cpp", "C++", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 128
"/home/lagranzhai/ojexercise/luogu/3195.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42
"/home/lagranzhai/ojexercise/luogu/3197.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 54
"/home/lagranzhai/ojexercise/luogu/3199.cpp", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 109
"/home/lagranzhai/ojexercise/luogu/3205.cpp", "C++", 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 57
"/home/lagranzhai/ojexercise/luogu/3223.py", "Python", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/home/lagranzhai/ojexercise/luogu/3243.cpp", "C++", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 81
"/home/lagranzhai/ojexercise/luogu/3246.cpp", "C++", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 134
"/home/lagranzhai/ojexercise/luogu/3366.cpp", "C++", 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 42
"/home/lagranzhai/ojexercise/luogu/3366_1.cpp", "C++", 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 73
"/home/lagranzhai/ojexercise/luogu/3367.cpp", "C++", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 69
"/home/lagranzhai/ojexercise/luogu/3369.cpp", "C++", 145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 9, 160
"/home/lagranzhai/ojexercise/luogu/3369_digui.cpp", "C++", 124, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 137
"/home/lagranzhai/ojexercise/luogu/3371.cpp", "C++", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 54
"/home/lagranzhai/ojexercise/luogu/3372.cpp", "C++", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 76
"/home/lagranzhai/ojexercise/luogu/3373.cpp", "C++", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"/home/lagranzhai/ojexercise/luogu/3374.cpp", "C++", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 53
"/home/lagranzhai/ojexercise/luogu/3375.cpp", "C++", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37
"/home/lagranzhai/ojexercise/luogu/3376.cpp", "C++", 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 71
"/home/lagranzhai/ojexercise/luogu/3379.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63
"/home/lagranzhai/ojexercise/luogu/3383.cpp", "C++", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 34
"/home/lagranzhai/ojexercise/luogu/3384.cpp", "C++", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 222
"/home/lagranzhai/ojexercise/luogu/3384_digui.cpp", "C++", 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 5, 224
"/home/lagranzhai/ojexercise/luogu/3385.cpp", "C++", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 67
"/home/lagranzhai/ojexercise/luogu/3387.cpp", "C++", 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 111
"/home/lagranzhai/ojexercise/luogu/3387old.cpp", "C++", 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 56
"/home/lagranzhai/ojexercise/luogu/3388.cpp", "C++", 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64
"/home/lagranzhai/ojexercise/luogu/3389.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 3, 82
"/home/lagranzhai/ojexercise/luogu/3391.cpp", "C++", 114, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114
"/home/lagranzhai/ojexercise/luogu/3402.cpp", "C++", 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 122
"/home/lagranzhai/ojexercise/luogu/3467.cpp", "C++", 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 74
"/home/lagranzhai/ojexercise/luogu/3469.cpp", "C++", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 101
"/home/lagranzhai/ojexercise/luogu/3530.cpp", "C++", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 104
"/home/lagranzhai/ojexercise/luogu/3565.cpp", "C++", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63
"/home/lagranzhai/ojexercise/luogu/3572.cpp", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 38
"/home/lagranzhai/ojexercise/luogu/3574.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 57
"/home/lagranzhai/ojexercise/luogu/3627.cpp", "C++", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 113
"/home/lagranzhai/ojexercise/luogu/3628.cpp", "C++", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45
"/home/lagranzhai/ojexercise/luogu/3690.cpp", "C++", 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 118
"/home/lagranzhai/ojexercise/luogu/3690_satt.cpp", "C++", 239, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 245
"/home/lagranzhai/ojexercise/luogu/3690_satt_copy.cpp", "C++", 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100
"/home/lagranzhai/ojexercise/luogu/3694.cpp", "C++", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42
"/home/lagranzhai/ojexercise/luogu/3703.cpp", "C++", 222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 223
"/home/lagranzhai/ojexercise/luogu/3803.cpp", "C++", 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 60
"/home/lagranzhai/ojexercise/luogu/3803ntt.cpp", "C++", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 69
"/home/lagranzhai/ojexercise/luogu/3805.cpp", "C++", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37
"/home/lagranzhai/ojexercise/luogu/3806.cpp", "C++", 134, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 144
"/home/lagranzhai/ojexercise/luogu/3807.cpp", "C++", 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 48
"/home/lagranzhai/ojexercise/luogu/3809.cpp", "C++", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
